0,1,2,3,4,5,6,7,8,9,10,11,12
"January 15, 1953",0448,"25 nm off Agrigento, Italy",Military -Royal Air Force,-,?,Vickers Valetta Mk1 / Avero Lancaster,VX562 / TX270,?,26   (passengers:16  crew:10),26   (passengers:16  crew:10),0,"Both aircraft crashed after a midair collision at approximately 1,500 ft.  Weather conditions at the time were a factor with localized thundrestorms, heavy rain and hail. The court of enquiry was of the opinion that no responsibility could be attached to any individual.  Although evidence revealed that the  Malta Flight
Information Center were not in possession of full information on the Lancaster's sortie, it was not a contributory cause. Nineteen killed aboard the Vickers, 7 aboard the Lancaster."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"January 26, 1953",1144,"Sinnai, Sardinia, Italy",Linee Aeree Italiane,?,Cagliari - Rome,Douglas DC-3,I-LAIL,4308,19   (passengers:15  crew:4),19   (passengers:15  crew:4),0,Crashed 10 miles east of Cagliari in the Sinnai mountains after a wing failed due to overstressing.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 02, 1953",0530,"Off Newfoundland, Canada",Lancashire Aircraft Corporation (Skyways),?,"Lajes, Azores - Gander",Avro 685 York 1,G-AHFA,1304,39   (passengers:33  crew:6),39   (passengers:33  crew:6),0,"Last know coordinates 46' 15"" N, 46'31""W, over the North Atlantic. A distress message was received. No trace of the aircraft or its occupants were ever found."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 03, 1953",?,"Lai Chau, Vietnam",Air Outremer,?,?,Douglas C-47B-15-DK,F-OAFR,15283/26728,18   (passengers:15  crew:3),18   (passengers:15  crew:3),0,Destroyed by detonation of a bomb.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 07, 1953",1028,"Bordeaux, France",UTA,?,Abidjan - Bordeaux,Douglas C-54A-5-DC,F-BFGR,10290,19   (passengers:13  crew:6),9   (passengers:3  crew:6),0,Crashed into a grove of small trees and burst into flames while trying to land in heavy fog. Misjudgement by the pilot. Wrong altimeter setting.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 09, 1953",1900,"Cairo, Egypt",Military - Egyptian Air Force,?,Al Arish - Cairo,Curtiss-Wright C-46,1001,?,40   (passengers:35  crew:5),29   (passengers:24  crew:5),0,Crashed into a hill during a sandstorm 50 km northeast of Cairo.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"February 14, 1953",1710,"Off Mobile, Alabama",National Airlines,470,Miami - Orlando - New Orleans,Douglas DC-6,N90893,43057/73,46   (passengers:41  crew:5),46   (passengers:41  crew:5),0,"The aircraft crashed into the Gulf of Mexico off Mobile, Alabama. The aircraft broke up in the turbulence of a ""frontal wave"" storm after failure of  the left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 03, 1953",0335,"Karachi, Pakistan",Canadian Pacific Air Lines,?,Karachi - Rangoon,de Havilland DH106 Comet 1A,CF-CUN,06014,11   (passengers:6  crew:5),11   (passengers:6  crew:5),0,"The aircraft overran the runway during takeoff. Excessive nose-up attitude of the aircraft during the takeoff run producing a partly stalled condition and excessive drag. The pilot who had only limited experience in the Comet aircraft, elected to takeoff at night at the maximum permissable weight  for the prevailing conditions. The circumstances required strict adherence to the prescribed takeoff technique, which was not complied with.  First fatal crash of a commercial jet aircraft. The aircraft was named Empress of Hawaii."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 04, 1953",0150,"Windsor Locks, Connecticut",Slick Airways,162,"New York, NY - Winsor Locks, CT",Curtiss C-46F,N4717N,22400,2   (passengers:0  crew:2),2   (passengers:0  crew:2),0,"After missing his first approach to the airport, the pilot displayed poor judgement in attempting a circle under the overcast in rain and at night, rather than execute a standard instrument approach."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 14, 1953",?,"Kalasahar, India",Orient Airways,?,Delhi - Dacca,Convair CV-240-7,AP-AEG,082,16   (passengers:11  crew:5),16   (passengers:11  crew:5),0,Crashed into a mountain while en route in severe weather. The pilot descended in poor visibility in order to find his position.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 17, 1953",?,"Off Da Nang, Vietnam",Aigle Azur,?,Hue - Da Nang,Douglas DC-3,F-BEFG,19105,8   (passengers:?  crew:?),8   (passengers:?  crew:?),0,Crashed into the sea in poor weather conditions.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 18, 1953",0410,"Random Island, Newfoundland",Military - U.S. Air Force,?,Lajes - Saint Johns - Rapid City,Convair RB-36H,51-13721A,?,23   (passengers:18  crew:5),23   (passengers:18  crew:5),0,"The aircraft, flying low over the Atlantic Ocean, was to have flown higher when it reached the coast. Tail-winds caused the aircraft to arrive earlier and the plane hit a hill in low cloud cover."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 18, 1953",1951,"Stephenville, Newfoundland",u.s. Air Force,?,Stephenville - Stephenville,Boeing B-29 Superfortress,44-69982,10814,10   (passengers:0  crew:10),10   (passengers:0  crew:10),0,Crashed while attempting to land.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 20, 1953",1838,"Alvarado, California",Transocean Air Lines,942,Roswell - Oakland - Guam,Douglas DC-4  (C-54-10-DO),N88942,36076,35   (passengers:30  crew:5),35   (passengers:30  crew:5),0,"The aircraft crashed into a flat barley field and burned. The aircraft first struck the ground with its right wing tip in a near vertical position, cartwheeled and disintegrated. All 30 passengers were maintenance personnel from the 509th Bomb Wing, noted for dropping the atomic bombs on Japan. Accumulation of ice on the surfaces of the aircraft in sufficient magnitude to have caused loss of control. Official cause of loss of control unknown."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 27, 1953",?,"Itapebi, Brazil",Transportes Aéreos Salvador,?,?,de Havilland DH-114 Heron 1B,PP-SLG,14004,14   (passengers:12  crew:2),14   (passengers:12  crew:2),0,The pilot aborted the takeoff after loosing the No. 2 engine and was unable to stop on the remaining runway. Error of judgment on the part of the pilot in not continuing the takeoff with three engines still operating
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"March 29, 1953",?,"Mtara, Tanganyika",Central African Airways,?,Nairobi - Dar-es-Salaam,Vickers 616 Viking 1B,VP-YEY,168,13   (passengers:8  crew:5),13   (passengers:8  crew:5),0,"Crashed after a wing failed due to metal fatigue cracks after the aircraft encountered strong winds. A wrong type of grease used when fitting press fit bolts to the booms caused corrosion, thus weakening the lower starboard boom at the outboard bolt hole."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 10, 1953",?,"Miandivazo, Madagascar",Air France,?,Miandrivazo - Antananarivo,Junkers JU-5/-3m,F-BALE,090,15   (passengers:12  crew:3),4   (passengers:1  crew:3),0,The cargo plane crashed on take off after experiencing duel engine failure.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 10, 1953",?,"Near Anchieta Island, Brazil",REAL,?,?,Doublas Dc-3,?,?,?   (passengers:?  crew:?),26   (passengers:?  crew:?),?,?
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 10, 1953",?,"Off Kingston, Jamaica",Caribbean International Airways,?,Kingston - George Town,Lockheed 18-56 LodeStar,VP-JBC,2568,13   (passengers:10  crew:3),13   (passengers:10  crew:3),0,"Lost an engine on takeoff, climbed to 100-200 ft. entering a slight banking turn and crashed into the sea. Failure of the left engine which was due to the cracking of the accessory drive gear. Failure of the pilot to take precautionary steps on hearing the back firing, which was a warning of possible engine failure."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 14, 1953",?,"Near Guwahati, India",Airways,?,Guwahati - Calcutta,Douglas C-47A,VT-AUJ,19149,3   (passengers:0  crew:3),3   (passengers:0  crew:3),0,The cargo plane broke apart in midair and crashed in the Khasi hills. The port wing failed in the air due to an upload as a result of being subjected to loads greater than those for which it was designed.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 14, 1953",0222,"Selleck, Washington",Miami Airlines,?,Spokane - Ellenburgh,Douglas DC-3 (C-47-DL),N65743,20432,25   (passengers:22  crew:3),7   (passengers:5  crew:2),0,"The aircraft crashed into Cedar Mountain following double engine failure. The progressive failure of both engines, due to the lack of compliance with proper maintenance standards. Spark plugs in both engines had been operated beyond their normal maintenance inspection period and exhibited evidence of a condition conducive to detonation and preignition. There was evidence that detonation and preignition took place in both engines and that  they ultimately failed as a result of master rod bearing failures."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 16, 1953",?,"NW of Hanoi, Vietnam",Aigle Azur,?,Hanoi - Na San,Douglas DC-3,F-BESS,19498,30   (passengers:27  crew:3),30   (passengers:27  crew:3),0,Crashed after takeoff due to wing failure.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"April 20, 1953",2308,"San Francisco Bay, California",Western Airlines,636,Los Angeles - San Francisco - Oakland,Douglas DC-6B,N91303,43823,10   (passengers:5  crew:5),8   (passengers:4  crew:4),0,The aircraft descended below minimum altitude and crashed into the sea. The pilot's action in continuing a descent below the 500 ft. prescribed minimum altitude until the aircraft struck the water. A probable contributing factor to the aircraft striking the water was the sensory illusion experienced by the pilots.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 02, 1953",1635,"Near Jalalogori, West Bengal, India",British Overseas Airways,783/057,Calcutta - Delhi,de Havilland DH106 Comet 1,G-ALYV,06008,43   (passengers:37  crew:6),43   (passengers:37  crew:6),0,"The aircraft crashed 6 minutes after taking off from Dum Dum Airport. The accident occurred during a violent thunderstorm. Wreckage indicated that the aircraft broke up in the air. Failure of both elevator spars caused by a heavy down-load that may have been associated with a pull-up maneuver. Severe gusts encountered in the thundersquall and overcontrolling or loss of control by the pilots when flying through the thunderstorm. The aircraft was nicknamed ""York Victor."""
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 07, 1953",?,"Off Hartland Point, England",Military - Royal Air Force,?,Training,Vickers Valetta T-3,WG258,506,10   (passengers:0  crew:10),10   (passengers:0  crew:10),0,Crashed into the sea. Unknown cause.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 09, 1953",0128,"New Delhi, India",Air India,?,Delh - Ahmedabad - Bombay,Douglas DC-3,VT-AUD,13716,18   (passengers:13  crew:5),18   (passengers:13  crew:5),0,"Stalled following takeoff. An error of judgement by the pilot, who executed a steep starboard turn. He could not come out of the overbanked turn in time because of the low altitude. Inexperience of the pilot with the type of the aircraft which he was flying."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 11, 1953",?,"Prince Rupert, BC, Canada",Canadian Pacific Air Lines,?,Sandpit - Prince Rupert,Consolidated PBY-5A Catalina,CF-CRV,21984,19   (passengers:16  crew:3),2   (passengers:1  crew:1),0,Crashed while attempting to land.  Misuse of controls after the aircraft touched down on the water. The aircraft  bounced several times with the final bounce being so severe the nose section was torn off.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 17, 1953",1415,"Near Marshall, Texas",Delta Air Lines,318,Dallas - Shreveport,Douglas DC-3,N28345,2224,20   (passengers:17  crew:3),19   (passengers:16  crew:3),0,"The plane crashed 13 miles east of Marashall Texas, during an approach to Shreveport in a severe thunderstorm. The encountering of conditions in a severe thunderstorm that resulted in loss of effective control of the aircraft and the failure of the captain to adhere to company directives requiring the avoidance of thunderstorms when conditions would allow such action."
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 24, 1953",0418,"St. Louis, Missouri",Meteor Air,?,Teterboro - Saint Louis,Douglas DC-3,N53596,20433,7   (passengers:2  crew:5),6   (passengers:1  crew:5),?,Mismanagement of fuel resulting in loss of power and control while circling the field preparatory to an approach for landing.
Date:,Time:,Location:,Operator:,Flight #:,Route:,"AC
        Type:",Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
"May 25, 1953",1530,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Amsterdam - Paris,Convair CV-240-4,PH-TEI,125,34   (passengers:28  crew:6),0   (passengers:0  crew:0),2,"While taking off the plane reached a height of about  50 ft. after which flaps were retracted. The plane began to lose height and crash landed into a meadow. While no one on the plane died, two girls on a bicycle path were killed."
